g,n_seeds,global_intercrime_mean_mean,global_intercrime_mean_sem,global_intercrime_cv_mean,global_intercrime_cv_sem,percell_intercrime_mean_mean,percell_intercrime_mean_sem,percell_intercrime_cv_mean,percell_intercrime_cv_sem,residence_crime_mean_mean,residence_crime_mean_sem,residence_home_mean_mean,residence_home_mean_sem,frac_exit_crime_mean,frac_exit_crime_sem,frac_exit_home_mean,frac_exit_home_sem
0.0,5,0.03543164638752208,0.00017066661585809568,1.0181515761377322,0.004343123410019869,33.19486986595582,0.7768976187627562,1.7518059831088775,0.012351534287836183,2.1472248109682353,0.0068918091597834855,1.9807203114030674,0.025941008622641686,0.8577767393021075,0.0021528906215175212,0.14222326069789254,0.0021528906215175143
1.0,5,0.05647479711011126,0.00023215869535358834,1.0076610945157634,0.007470436205056141,76.15992100822379,0.8405489590477234,1.1095175741777157,0.008766786830963548,6.757924733041202,0.03856730839879836,6.670247336189204,0.053593193421136234,0.5431568895745349,0.0017116619458337398,0.45684311042546516,0.0017116619458337422
3.0,5,0.08794567975208603,0.0003679997768298122,0.9976922575305659,0.007119335711838652,112.51521101620806,1.5827204201009006,0.7507833692973895,0.008372568590130306,9.486413894500226,0.08964724588547099,9.495623210322737,0.020448627982359052,0.3503202577072897,0.0014529382258060685,0.6496797422927102,0.0014529382258060524
