timestamp,code_hash,L,seed,g,chi,delta,M_tot,eta_M,omega_M,T_max,snap,event_log,status,wall_s
2026-06-16T12:43:45,cf03fe577c,128,10,0.5,16.384,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.973
2026-06-16T12:44:05,cf03fe577c,128,11,0.5,16.384,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,20.085
2026-06-16T12:44:26,cf03fe577c,128,12,0.5,16.384,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,21.346
2026-06-16T12:44:45,cf03fe577c,128,13,0.5,16.384,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,19.079
2026-06-16T12:45:04,cf03fe577c,128,14,0.5,16.384,0.0666666667,500.0,0.1,0.0666666667,365,True,False,done,18.675
2026-06-16T12:45:23,cf03fe577c,128,0,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.429
2026-06-16T12:45:42,cf03fe577c,128,1,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,18.678
2026-06-16T12:46:01,cf03fe577c,128,2,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.092
2026-06-16T12:46:21,cf03fe577c,128,3,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.815
2026-06-16T12:46:40,cf03fe577c,128,4,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.325
2026-06-16T12:47:00,cf03fe577c,128,5,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.834
2026-06-16T12:47:20,cf03fe577c,128,6,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.941
2026-06-16T12:47:41,cf03fe577c,128,7,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.477
2026-06-16T12:48:01,cf03fe577c,128,8,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.051
2026-06-16T12:48:20,cf03fe577c,128,9,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.684
2026-06-16T12:48:41,cf03fe577c,128,10,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.18
2026-06-16T12:49:01,cf03fe577c,128,11,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.571
2026-06-16T12:49:22,cf03fe577c,128,12,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.592
2026-06-16T12:49:41,cf03fe577c,128,13,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.564
2026-06-16T12:50:02,cf03fe577c,128,14,0.7,22.9376,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.688
2026-06-16T12:50:22,cf03fe577c,128,0,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.691
2026-06-16T12:50:41,cf03fe577c,128,1,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.596
2026-06-16T12:51:01,cf03fe577c,128,2,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.934
2026-06-16T12:51:21,cf03fe577c,128,3,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.918
2026-06-16T12:51:41,cf03fe577c,128,4,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.96
2026-06-16T12:52:01,cf03fe577c,128,5,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.299
2026-06-16T12:52:21,cf03fe577c,128,6,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.907
2026-06-16T12:52:41,cf03fe577c,128,7,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.399
2026-06-16T12:53:00,cf03fe577c,128,8,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.305
2026-06-16T12:53:19,cf03fe577c,128,9,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.266
2026-06-16T12:53:38,cf03fe577c,128,10,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,18.551
2026-06-16T12:53:57,cf03fe577c,128,11,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.059
2026-06-16T12:54:17,cf03fe577c,128,12,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.105
2026-06-16T12:54:37,cf03fe577c,128,13,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,20.004
2026-06-16T12:54:56,cf03fe577c,128,14,0.85,27.8528,0.0666666667,500.0,0.1,0.0666666667,365,False,False,done,19.295
