timestamp,code_hash,mech,L,seed,g,h,delta,chi,kappa,M_tot,eta_M,omega_M,T_max,status,wall_s,out
2026-06-15T11:56:56,43d8a44465,dishome,64,1,0.0,0.0,0.0,0.0,0.0,125.0,0.1,0.06666666666666667,120,done,2.48,runs/summary.csv
2026-06-15T11:56:58,43d8a44465,dishome,64,0,0.3,0.0,0.0,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.51,runs/summary.csv
2026-06-15T11:57:01,43d8a44465,dishome,64,1,0.3,0.0,0.0,9.8304,0.0,125.0,0.1,0.06666666666666667,120,done,2.49,runs/summary.csv
2026-06-15T11:57:03,43d8a44465,dishome,64,0,0.7,0.0,0.0,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.51,runs/summary.csv
2026-06-15T11:57:06,43d8a44465,dishome,64,1,0.7,0.0,0.0,22.9376,0.0,125.0,0.1,0.06666666666666667,120,done,2.35,runs/summary.csv
2026-06-15T11:57:08,43d8a44465,dishome,64,0,1.0,0.0,0.0,32.768,0.0,125.0,0.1,0.06666666666666667,120,done,2.53,runs/summary.csv
2026-06-15T11:57:11,43d8a44465,dishome,64,1,1.0,0.0,0.0,32.768,0.0,125.0,0.1,0.06666666666666667,120,done,2.55,runs/summary.csv
2026-06-15T11:57:13,43d8a44465,dishome,64,0,1.5,0.0,0.0,49.152,0.0,125.0,0.1,0.06666666666666667,120,done,2.6,runs/summary.csv
2026-06-15T11:57:16,43d8a44465,dishome,64,1,1.5,0.0,0.0,49.152,0.0,125.0,0.1,0.06666666666666667,120,done,2.53,runs/summary.csv
2026-06-15T11:57:19,43d8a44465,dishome,64,0,2.0,0.0,0.0,65.536,0.0,125.0,0.1,0.06666666666666667,120,done,2.6,runs/summary.csv
2026-06-15T11:57:21,43d8a44465,dishome,64,1,2.0,0.0,0.0,65.536,0.0,125.0,0.1,0.06666666666666667,120,done,2.63,runs/summary.csv
2026-06-15T11:57:24,43d8a44465,dishome,64,0,3.0,0.0,0.0,98.304,0.0,125.0,0.1,0.06666666666666667,120,done,2.67,runs/summary.csv
2026-06-15T11:57:26,43d8a44465,dishome,64,1,3.0,0.0,0.0,98.304,0.0,125.0,0.1,0.06666666666666667,120,done,2.62,runs/summary.csv
