g,quantity,model,alpha,xmin,ks,loglik,n
0.0,global inter-crime,powerlaw,1.9278402061177982,0.009999999999990905,0.24761203356016062,109891.73842967353,44808
1.0,global inter-crime,powerlaw,1.6983920224901488,0.009999999999990905,0.23734997968657295,53791.401650804226,29648
3.0,global inter-crime,powerlaw,1.5561036182559942,0.009999999999990905,0.2521555203992262,23937.995733904034,19619
0.0,per-cell inter-crime,powerlaw,1.1789228709669957,0.009999999999990905,0.25311429638557537,-45340.97492892878,12239
1.0,per-cell inter-crime,powerlaw,1.1866849219662372,0.04999999999998295,0.31694943539800485,-1103.589118418312,219
3.0,per-cell inter-crime,powerlaw,,,,,0
