day,L,seed,chi,delta,g,M_tot,eta_M,omega_M,n_criminals,crimes_that_day,home_exits_that_day,inflow_that_day,balance_error,frac_exit_crime,frac_exit_home,mean_p_crime,mean_p_home,B_mean,B_std,H,f_hot_2,f_hot_3,B_q90_over_mean,B_q95_over_mean,B_q99_over_mean,Atilde_mean,Atilde_std,H_At,f_hotA_2,f_hotA_3,At_q90_over_mean,At_q95_over_mean,At_q99_over_mean,Gini_At,AtM_corr,M_mass_on_hotA10,deterrence_hotA,deterrence_mean,deterrence_hot,M_cv,MB_corr,M_mass_on_hot10,crime_entropy,Gini_B,Gini_M,stat_window,T_max,M_bar,M_final_sum,code_hash,wall_s
275.5,128,0,0.0,0.0666666667,0.0,500.0,0.1,0.0666666667,66.45555555555555,28.31111111111111,4.4222222222222225,32.855555555555554,0.0,0.8641578657675046,0.13584213423249528,0.004261162240107942,0.0006664444941520964,0.14545480394023771,0.23736128538897058,1.630794555460707,0.123046875,0.06630147298177083,2.3118314847782804,3.5186986297368676,7.103335206310814,0.17878813724023768,0.23736128538897058,1.326570692517103,0.10554267035590278,0.051567925347222224,2.0672401817094275,3.049068628949097,5.9650285100970555,0.4660735689149043,0.892494488647298,0.1564952489007485,1.0,1.0,1.0,0.2831140950085029,0.892494488647298,0.1564952489007485,2.808538523517479,0.5729386214176493,0.1286947654437451,185-365,365,0.030517578125,500.0000000000854,cf03fe577c,8.773
275.5,128,1,0.0,0.0666666667,0.0,500.0,0.1,0.0666666667,67.2388888888889,27.516666666666666,4.738888888888889,32.233333333333334,0.0,0.8501254459286068,0.14987455407139316,0.004081606181099691,0.0006664444941520964,0.14181472349658458,0.2282263092911873,1.6080836825185048,0.12101982964409722,0.0648532443576389,2.2863167858947895,3.4688067599877916,6.984522644062113,0.17514805679658457,0.2282263092911873,1.301948089188199,0.10328436957465278,0.05003017849392361,2.0415376701636694,2.9990459552972513,5.845626520269275,0.45717550471237317,0.8866920455178413,0.15368324574246092,1.0,1.0,1.0,0.2729844216045475,0.8866920455178413,0.15368324574246092,2.5222317573906405,0.5646699999929954,0.1242272846874617,185-365,365,0.030517578125,500.0000000000878,cf03fe577c,9.262
275.5,128,2,0.0,0.0666666667,0.0,500.0,0.1,0.0666666667,68.46666666666667,28.47222222222222,4.466666666666667,32.983333333333334,0.0,0.8645942917166539,0.13540570828334594,0.004245261321910429,0.0006664444941520964,0.1452773830980516,0.2410606624063193,1.659127837180542,0.1241912841796875,0.06801995171440972,2.340150783028357,3.5716530001328755,7.247678732770944,0.17861071639805154,0.2410606624063193,1.3492701182278026,0.10706312391493056,0.053080919053819446,2.0898664756672924,3.0913806887031643,6.0806759141647415,0.47330754088642774,0.8896318064589152,0.15796838284246137,1.0,1.0,1.0,0.28963892887894926,0.8896318064589152,0.15796838284246137,2.618314902161755,0.58200159262722,0.13325476002043232,185-365,365,0.030517578125,500.0000000000852,cf03fe577c,9.312
275.5,128,3,0.0,0.0666666667,0.0,500.0,0.1,0.0666666667,68.76666666666667,27.75,4.377777777777778,32.044444444444444,0.0,0.861163336396533,0.13883666360346705,0.004068406286427804,0.0006664444941520964,0.14240396484343265,0.2317265654113631,1.625843212678685,0.12288987901475694,0.0657470703125,2.3101802933234135,3.498798677057364,7.0189910562653814,0.17573729814343267,0.2317265654113631,1.3173843974502328,0.10492011176215278,0.05072733561197917,2.061679648145149,3.024988461580624,5.877562239090678,0.4630604365795215,0.8843324090354704,0.15593069634326118,1.0,1.0,1.0,0.28345557939682803,0.8843324090354704,0.15593069634326118,2.489275870497153,0.5714753911102837,0.1307482024248758,185-365,365,0.030517578125,500.0000000000857,cf03fe577c,9.319
275.5,128,4,0.0,0.0666666667,0.0,500.0,0.1,0.0666666667,66.67222222222222,27.738888888888887,4.233333333333333,32.05,0.0,0.8682188691627127,0.13178113083728724,0.0041005367361583445,0.0006664444941520964,0.14284854508807135,0.2317402463464982,1.622093774050471,0.12427232530381944,0.0661224365234375,2.3242325889747795,3.5004266431579976,7.044969759762347,0.17618187838807134,0.2317402463464982,1.3147573354059885,0.10607435438368056,0.05090365939670139,2.0733360408578574,3.026843108531399,5.900065479139895,0.4658907370380696,0.8839655693714852,0.15477835659617337,1.0,1.0,1.0,0.28065333251006397,0.8839655693714852,0.15477835659617337,2.644194322824853,0.5747836211911578,0.13014174876598444,185-365,365,0.030517578125,500.0000000000874,cf03fe577c,9.514
275.5,128,0,32.768,0.0666666667,1.0,500.0,0.1,0.0666666667,228.74444444444444,17.377777777777776,15.21111111111111,32.63333333333333,0.0,0.5346379417284473,0.46536205827155264,0.0007744327855141822,0.0006664444941520964,0.08888426542524624,0.11956713746827398,1.345480550045893,0.09463941786024306,0.03890279134114583,1.947800806931092,2.690496534289877,5.265974392809862,0.06264617694577987,0.022905342851375222,0.36552560284094937,0.023109605577256945,0.0027848985460069446,1.4176572002953725,1.6769696217988503,2.3993246886352,0.17177416088603803,0.6425347231544938,0.12240646666322122,0.2992353020124693,0.37137753620600517,0.2911081175113874,0.15968316031683388,0.8331601309127024,0.12586831340067153,2.2838643893122077,0.4431471693773364,0.07081654968998195,185-365,365,0.030517578125,500.0000000001256,cf03fe577c,9.686
275.5,128,1,32.768,0.0666666667,1.0,500.0,0.1,0.0666666667,228.71666666666667,18.305555555555557,15.177777777777777,33.422222222222224,0.0,0.547209941255055,0.452790058744945,0.0007948083877696813,0.0006664444941520964,0.09305002361301998,0.12336744501745957,1.3254421880408782,0.09520161946614583,0.03852267795138889,1.9537790496577085,2.6840329661444193,5.200193552389197,0.06397079392909236,0.023665106872339543,0.36988509801620606,0.023490397135416667,0.002785576714409722,1.4291632978076876,1.6889169786220921,2.404268305599545,0.17576124668988105,0.635202102509443,0.12263601104670406,0.298695204109532,0.3716198208369393,0.28996877943262434,0.16540314256256597,0.8341365186395453,0.12636527649603874,2.4652959019265337,0.4432227756726219,0.07342833404218249,185-365,365,0.030517578125,500.00000000012056,cf03fe577c,9.733
275.5,128,2,32.768,0.0666666667,1.0,500.0,0.1,0.0666666667,225.1,18.13888888888889,15.011111111111111,33.25555555555555,0.0,0.5463578695208743,0.45364213047912566,0.0007949569309134689,0.0006664444941520964,0.09251448510156324,0.12074015478212219,1.3049183089210974,0.0928531222873264,0.03807101779513889,1.92934281874228,2.6626683275219962,5.206220845677786,0.06392441319752007,0.02327816343521428,0.3641394726508622,0.022971937391493055,0.0026753743489583335,1.419128315263607,1.6768791068417366,2.395009195432677,0.17184904093862052,0.6493390452124752,0.12250819182611765,0.29903694641361156,0.37135385372144,0.29103149740375533,0.1579606710317353,0.8354296498564113,0.12589448364495714,2.243381361878874,0.4348421486499965,0.07013280538948585,185-365,365,0.030517578125,500.0000000001203,cf03fe577c,9.697
275.5,128,3,32.768,0.0666666667,1.0,500.0,0.1,0.0666666667,225.18333333333334,17.755555555555556,14.772222222222222,32.63333333333333,0.0,0.5432770036023813,0.4567229963976187,0.0007831165530973993,0.0006664444941520964,0.08992225991260329,0.12069696760666251,1.3430600249649294,0.09422336154513888,0.03876274956597222,1.9431795094400972,2.685401617729843,5.243839271231195,0.06300821701840875,0.023004611594115577,0.3648578078030041,0.0231536865234375,0.0026987711588541668,1.4202028388846664,1.6784267329010731,2.394385225088183,0.17198274985325157,0.6405622706800264,0.12235681777351286,0.29956579081364504,0.3713169617455568,0.291261993290575,0.15877324796409242,0.8385231299425808,0.12589366776042904,2.1743013204940858,0.44096592134762097,0.06933636718367456,185-365,365,0.030517578125,500.00000000012153,cf03fe577c,9.78
275.5,128,4,32.768,0.0666666667,1.0,500.0,0.1,0.0666666667,222.65555555555557,18.17222222222222,14.561111111111112,32.7,0.0,0.5561997879121147,0.44380021208788545,0.0007952275316075665,0.0006664444941520964,0.09293233765341144,0.12224372654756349,1.316918099345509,0.09393039279513889,0.03782484266493055,1.9423513627376034,2.663897644855567,5.2010485086626055,0.06397487595264967,0.023466558764748256,0.3667037339316569,0.022956339518229167,0.0027289496527777776,1.4219714829678576,1.6780981441231122,2.3927703035211785,0.17377313514342796,0.6461267907282618,0.12259910832067507,0.29881207113545677,0.37155403155406347,0.2901330013741619,0.16209306963148992,0.8305444542595558,0.12622545679732375,2.3072074252820056,0.43964761071870445,0.07297058480965593,185-365,365,0.030517578125,500.0000000001236,cf03fe577c,9.723
