observable,g_c,log10gc,log10gc_err,width_decades,width_err,chi_c_Mtot500_L128
H,0.7219452920989006,-0.14149571134970204,0.007755685961081613,0.3852741329929174,0.014172452585462457,23.656703331496775
f_hot_2,1.0479272571388953,0.02033113673202233,0.007203337516194188,0.27727422518205297,0.012968674025700455,34.338480361927324
